Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Std,Down/Up Ratio,Source IP,Destination Port,Label
10402657,174,1,10726.08,38.65,20798.3,12800.09,30.81,40.92,20.35,0.0347,172.16.0.1,21,FTP-Patator
70348,1,1,211.35,7.45,62353.42,23014.24,43.0,44.79,11.79,0.3944,172.16.0.1,81,PortScan
10358463,252,9,8102.8,57.48,15344.6,8974.55,34.78,38.56,21.8,0.0596,172.16.0.1,21,FTP-Patator
29801904,28,3,279.29,0.47,1865974.53,394983.17,46.53,80.93,15.14,0.0688,172.16.0.1,80,DoS slowloris
14443470,7,4,22398.54,12.87,264745.69,101508.75,484.96,258.55,461.94,0.9238,192.168.10.8,25,BENIGN
6188963,15,8,28800.85,10.59,0,99721.33,384.6,358.74,562.29,1.6394,192.168.10.9,3389,BENIGN
8828333,203,8,4187.42,72.55,22230.49,6694.52,31.43,29.84,14.94,0.0343,172.16.0.1,21,FTP-Patator
16038633,138,5,12914.68,50.49,99744.64,31056.09,120.66,55.94,58.02,0.1078,172.16.0.1,22,SSH-Patator
11707249,223,9,11114.97,67.06,19200.33,9492.64,59.66,30.77,27.5,0.0228,172.16.0.1,21,FTP-Patator
1583332,964,3,806858.99,990.76,1617.85,571.34,650.37,251.67,51.81,0.0032,172.16.0.1,80,DoS Hulk
1699197,748,4,1237449.31,1218.39,849.17,363.3,486.5,316.53,226.53,0.0051,172.16.0.1,80,DoS Hulk
3590479,20,18,44605.92,35.51,368978.52,71271.84,494.67,733.96,398.03,1.113,192.168.10.8,443,BENIGN
3990183,17,10,28410.89,19.86,156056.67,52158.54,224.09,707.5,320.6,1.872,192.168.10.8,25,BENIGN
8986557,12,19,20391.04,33.02,366734.21,168116.77,295.02,688.69,331.9,0.9942,192.168.10.14,443,BENIGN
28793788,28,2,335.6,0.96,3111793.27,637096.1,29.67,51.25,30.19,0.0716,172.16.0.1,443,DoS slowloris
767321,1013,1,973960.16,405.48,439.96,406.82,471.56,328.87,80.33,0.0108,172.16.0.1,80,DoS Hulk
11217131,9,17,23026.15,30.9,376748.27,123626.2,474.47,467.73,553.21,1.3954,192.168.10.9,8080,BENIGN
8329141,6,11,35240.55,5.99,329709.35,96489.11,675.75,917.19,410.98,0.5635,192.168.10.19,25,BENIGN
16756518,147,14,7223.19,63.36,96327.06,44473.35,105.72,135.24,57.41,0.0795,172.16.0.1,22,SSH-Patator
141211,2,0,301.01,29.72,70812.35,26015.77,48.13,26.19,11.57,0.6659,172.16.0.1,27,PortScan
5928036,4,23,18034.53,26.41,321063.73,136459.95,341.91,414.25,311.01,1.2384,192.168.10.3,443,BENIGN
7178863,12,14,30414.85,22.18,250151.94,145976.43,447.74,680.03,313.85,1.405,192.168.10.16,3389,BENIGN
33377928,12,4,387.63,1.66,1727472.65,251624.38,79.46,86.13,31.32,0.1143,172.16.0.1,443,DoS slowloris
12837330,157,6,4830.05,97.0,18099.81,9904.35,21.03,38.24,17.08,0.0499,172.16.0.1,21,FTP-Patator
1081230,849,3,853232.47,881.83,468.46,507.0,716.74,255.19,171.97,0.0024,172.16.0.1,443,DoS Hulk
11703743,4,0,12740.74,45.13,213239.54,126433.27,298.1,408.22,375.58,1.4669,192.168.10.3,443,BENIGN
129623,3,1,656.0,10.87,43779.28,13254.9,53.92,53.13,12.51,0.4596,172.16.0.1,21,PortScan
10518305,19,15,48283.58,27.8,117016.46,161091.4,296.71,390.53,629.37,0.9403,192.168.10.51,80,BENIGN
14262627,100,21,11738.63,43.36,106939.68,26382.62,87.99,71.98,33.13,0.0743,172.16.0.1,22,SSH-Patator
15190743,10,12,26939.34,51.28,447398.06,135554.59,350.3,827.27,295.3,1.256,192.168.10.9,3389,BENIGN
11893193,131,13,12163.64,42.29,114483.52,24745.33,98.67,121.96,58.15,0.066,172.16.0.1,22,SSH-Patator
5341320,6,16,50618.69,27.61,306567.94,93588.98,412.09,849.87,531.53,0.9696,192.168.10.16,443,BENIGN
116235,1,1,760.19,11.51,43310.81,17367.72,57.53,45.56,12.91,0.6889,172.16.0.1,63,PortScan
10976875,10,9,24128.7,39.34,365390.08,115431.81,419.31,918.36,494.87,0.6336,192.168.10.51,21,BENIGN
110952,2,0,1316.91,28.54,46414.62,14219.35,48.9,58.94,10.63,0.5883,172.16.0.1,67,PortScan
12282303,14,13,29315.41,59.08,268832.39,167884.68,411.29,913.01,256.7,1.1939,192.168.10.51,3389,BENIGN
4271752,13,13,29051.47,35.97,168391.46,110129.39,200.96,456.91,323.95,1.4382,192.168.10.51,25,BENIGN
20828625,28,1,111.45,1.08,2781951.63,583537.63,63.72,91.03,23.78,0.0926,172.16.0.1,443,DoS slowloris
16522914,21,13,63200.75,13.15,110363.04,109796.81,262.45,497.28,92.51,1.0085,192.168.10.17,3389,BENIGN
12526237,4,21,69485.95,25.33,489974.85,168051.22,232.98,562.83,253.51,1.3083,192.168.10.3,21,BENIGN
23784683,31,0,215.54,1.05,1679162.41,622429.94,45.81,65.06,24.84,0.0984,172.16.0.1,80,DoS slowloris
15872767,151,2,9970.22,52.08,15180.44,7875.56,17.73,48.08,28.89,0.0269,172.16.0.1,21,FTP-Patator
27574335,16,1,241.42,1.23,1760418.93,712464.48,32.4,68.75,27.93,0.0937,172.16.0.1,443,DoS slowloris
7568602,15,14,35049.12,35.04,427510.57,105786.39,465.72,344.29,264.67,0.8431,192.168.10.5,3389,BENIGN
30483797,32,2,301.72,1.09,337627.61,647844.66,44.42,65.43,28.34,0.0126,172.16.0.1,443,DoS slowloris
3522994,12,5,22469.05,32.39,111812.14,140302.49,613.28,426.93,436.66,1.1825,192.168.10.14,25,BENIGN
5160289,17,11,33967.07,33.07,362835.72,95780.97,426.34,419.24,334.65,1.061,192.168.10.3,21,BENIGN
897289,836,2,1508498.1,531.46,987.96,660.19,1013.66,262.76,79.9,0.0078,172.16.0.1,80,DoS Hulk
12493254,10,7,34191.81,51.2,518909.6,150729.79,215.03,719.0,391.52,1.0189,192.168.10.8,25,BENIGN
1465598,664,3,1567660.35,1264.68,1056.08,160.0,913.01,235.05,297.17,0.01,172.16.0.1,80,DoS Hulk
10804377,17,15,10028.83,20.71,239522.58,114732.45,408.96,582.86,400.34,1.6187,192.168.10.51,53,BENIGN
6676176,23,12,61232.56,36.28,283977.79,113095.19,214.18,543.4,444.16,1.1006,192.168.10.5,25,BENIGN
7612482,240,9,13460.81,74.48,20811.52,9897.45,58.84,47.48,29.11,0.0363,172.16.0.1,21,FTP-Patator
20953408,31,2,297.0,1.24,4003749.47,730125.06,58.82,83.89,30.79,0.0845,172.16.0.1,443,DoS slowloris
866415,926,6,1807863.49,724.21,1016.87,395.32,687.1,322.09,134.07,0.003,172.16.0.1,443,DoS Hulk
1658896,1272,2,1622170.05,691.28,1381.33,420.78,510.46,314.23,189.73,0.0044,172.16.0.1,443,DoS Hulk
1007265,1008,6,1467850.83,826.91,1426.05,335.32,740.63,527.4,163.81,0.0045,172.16.0.1,80,DoS Hulk
158565,1,0,1052.87,25.96,41838.95,16730.19,34.6,62.77,12.83,0.0032,172.16.0.1,3306,PortScan
86554,1,0,938.42,13.73,38238.6,23102.85,81.35,56.77,18.02,0.7668,172.16.0.1,52,PortScan
9482413,3,23,47540.47,36.05,331288.18,112658.88,367.7,575.1,223.07,1.2551,192.168.10.50,3389,BENIGN
6657959,20,16,31298.32,12.85,39865.61,129379.53,237.57,892.44,698.02,1.1905,192.168.10.25,443,BENIGN
75489,3,1,622.08,27.35,77333.06,16012.74,57.14,45.51,10.53,0.3682,172.16.0.1,31,PortScan
11534378,211,4,10265.86,78.5,4350.42,9193.25,67.0,56.94,37.78,0,172.16.0.1,21,FTP-Patator
73862,2,1,774.24,29.55,46318.19,15799.08,66.73,26.49,9.36,1.0484,172.16.0.1,69,PortScan
11981733,21,25,16607.76,33.19,371794.85,134661.29,275.21,610.89,345.25,0.845,192.168.10.3,25,BENIGN
55695,4,0,527.56,25.86,39052.2,24842.22,54.76,29.62,17.39,0.3306,172.16.0.1,33,PortScan
1009170,924,3,1004934.75,992.54,1100.52,514.4,1192.57,323.68,145.42,0.0045,172.16.0.1,443,DoS Hulk
126981,1,0,426.51,30.23,42916.86,15053.43,69.46,39.36,15.48,0.4187,172.16.0.1,76,PortScan
30359819,35,2,525.81,1.48,2550336.48,635548.11,48.91,88.23,26.75,0.0698,172.16.0.1,80,DoS slowloris
24606886,31,1,324.31,0.62,2792420.6,997157.18,51.04,45.35,30.64,0.1021,172.16.0.1,80,DoS slowloris
11203715,5,8,54797.14,19.88,243159.41,102697.63,428.6,465.35,379.69,0.6946,192.168.10.8,8080,BENIGN
6743752,21,1,23207.25,31.03,105415.58,146622.47,331.08,439.53,432.24,1.0275,192.168.10.51,8080,BENIGN
34231835,31,4,232.24,1.59,2774012.19,934672.12,42.25,113.77,25.89,0.0923,172.16.0.1,443,DoS slowloris
10603913,5,10,20175.59,17.04,351682.02,178464.6,209.53,868.62,367.53,0.9209,192.168.10.19,443,BENIGN
23552069,34,2,369.72,1.47,1449290.83,471084.56,64.09,87.04,19.87,0.0662,172.16.0.1,80,DoS slowloris
5373825,8,0,30043.27,32.77,218773.91,182546.05,472.61,298.58,438.23,1.7276,192.168.10.9,3389,BENIGN
5849163,21,1,54358.97,24.79,125285.25,131693.5,435.85,553.77,568.85,1.3335,192.168.10.15,53,BENIGN
4952824,37,9,30876.27,23.75,355396.59,148550.66,335.52,499.57,712.81,0.6005,192.168.10.19,443,BENIGN
7975306,3,15,11121.82,31.69,382421.74,111689.93,313.19,308.6,355.81,1.1305,192.168.10.9,443,BENIGN
8983278,13,1,6924.8,30.83,258794.53,122148.0,348.16,698.59,417.64,1.6902,192.168.10.51,21,BENIGN
489327,625,7,1673051.0,746.33,2305.57,521.23,901.38,207.04,218.96,0.0073,172.16.0.1,443,DoS Hulk
20102002,27,1,300.09,2.15,2640137.32,494327.94,70.37,73.51,34.44,0.1055,172.16.0.1,443,DoS slowloris
1177914,1327,5,1254692.69,889.26,956.23,422.87,989.87,344.79,259.23,0.0051,172.16.0.1,443,DoS Hulk
11797173,8,11,11826.28,19.52,366479.71,90669.36,278.01,554.31,419.67,0.712,192.168.10.25,21,BENIGN
144401,1,1,910.41,35.2,58066.0,23208.66,52.93,52.22,16.55,0.5881,172.16.0.1,76,PortScan
6528963,10,17,30636.42,13.89,416439.19,154252.93,464.38,639.34,609.82,0.884,192.168.10.51,25,BENIGN
16581069,21,11,75357.76,21.87,286073.58,64942.94,353.46,380.93,353.81,0.7591,192.168.10.16,3389,BENIGN
6221029,12,15,41276.04,31.64,250416.27,109645.32,360.58,435.99,443.66,0.9064,192.168.10.51,21,BENIGN
4161552,14,3,19737.28,20.85,230510.05,134454.53,387.57,556.2,345.15,1.3555,192.168.10.14,21,BENIGN
24172894,21,1,196.39,1.09,3319033.74,504464.84,41.71,67.19,22.5,0.0465,172.16.0.1,443,DoS slowloris
21258844,25,0,287.26,1.67,2501790.21,988566.28,71.81,65.66,25.58,0.0293,172.16.0.1,443,DoS slowloris
1174447,845,4,738608.94,920.49,982.87,325.36,432.24,405.48,237.52,0.0113,172.16.0.1,80,DoS Hulk
1037264,412,4,1205907.33,913.62,606.11,381.29,611.1,324.27,166.73,0.0023,172.16.0.1,443,DoS Hulk
21181293,169,16,3518.21,21.4,66911.69,23147.27,88.2,141.9,65.13,0.043,172.16.0.1,22,SSH-Patator
21368927,35,0,244.37,2.12,4050680.41,600855.49,57.57,77.47,43.75,0.0904,172.16.0.1,80,DoS slowloris
47013,2,1,1131.57,25.77,19529.75,15982.99,47.46,42.59,15.63,0.1913,172.16.0.1,47,PortScan
4518332,15,13,22697.33,38.16,275790.41,112068.96,456.75,560.92,389.71,1.3673,192.168.10.14,8080,BENIGN
6213847,16,17,45696.15,31.84,223880.37,100697.68,658.53,469.51,360.6,0.8525,192.168.10.17,22,BENIGN
1241637,728,1,1670906.96,1586.46,561.0,312.92,877.74,256.97,79.56,0.004,172.16.0.1,443,DoS Hulk
15503850,105,8,11552.95,40.91,74787.89,22983.52,61.24,109.87,42.58,0.098,172.16.0.1,22,SSH-Patator
6501302,5,9,40124.32,22.36,382841.18,141178.8,263.89,401.12,255.66,1.0658,192.168.10.51,3389,BENIGN
23452255,14,1,449.73,2.01,1589535.58,459384.55,72.33,74.55,34.78,0.0534,172.16.0.1,80,DoS slowloris
7706334,17,14,66994.58,25.31,508826.95,52049.98,172.4,703.86,333.88,0.3251,192.168.10.50,21,BENIGN
8878369,21,4,72183.75,29.03,199354.75,129596.73,287.82,528.0,452.22,1.2896,192.168.10.25,443,BENIGN
168159,2,1,468.11,32.38,63377.41,21168.44,41.93,34.08,3.63,0.6731,172.16.0.1,8443,PortScan
30480210,41,0,234.78,0.93,2404401.89,738141.31,58.59,94.98,18.62,0.0728,172.16.0.1,443,DoS slowloris
6311659,10,27,33673.49,33.09,293601.38,126960.83,245.99,336.93,346.01,1.6369,192.168.10.51,443,BENIGN
9002719,14,8,46468.88,27.92,481430.96,125960.61,208.74,587.82,452.12,1.021,192.168.10.15,3389,BENIGN
9443081,17,5,3095.52,26.5,469632.12,105329.2,329.53,428.76,321.93,0.6236,192.168.10.9,443,BENIGN
5685166,14,9,20328.13,29.51,317275.71,136550.48,497.33,633.95,528.15,1.7336,192.168.10.50,3389,BENIGN
16304824,224,5,9352.01,41.02,13329.99,6917.3,35.55,58.47,24.67,0.0449,172.16.0.1,21,FTP-Patator
1528381,961,3,1701163.98,1083.34,796.57,283.52,467.91,255.15,188.46,0.0006,172.16.0.1,80,DoS Hulk
128397,1,0,405.94,8.92,59431.15,12432.06,52.12,47.11,13.1,0.3974,172.16.0.1,46,PortScan
11628767,232,6,10674.9,52.05,27038.47,10169.92,63.18,36.1,20.48,0.0324,172.16.0.1,21,FTP-Patator
10512416,3,6,83394.93,33.9,291967.63,159259.52,381.59,754.22,378.66,0.9647,192.168.10.8,3389,BENIGN
16818963,2,11,40549.22,19.01,256947.51,135138.17,295.62,370.01,478.08,1.0133,192.168.10.8,8080,BENIGN
9605099,146,7,5575.99,47.82,104107.64,35180.73,74.98,74.51,62.89,0.1018,172.16.0.1,22,SSH-Patator
5459766,16,22,34534.86,31.25,258860.27,75002.79,219.83,680.38,440.3,1.8607,192.168.10.14,22,BENIGN
2310677,15,13,4111.59,22.38,291568.86,105620.05,516.26,360.1,689.13,1.4256,192.168.10.25,21,BENIGN
26954388,30,0,303.88,0.79,2443319.96,671733.2,55.35,84.02,40.05,0.0769,172.16.0.1,443,DoS slowloris
9044260,21,12,28980.22,30.17,149042.96,117095.17,412.86,554.8,444.19,1.5399,192.168.10.8,3389,BENIGN
3660115,10,4,31479.36,10.69,484485.88,171509.18,518.8,629.23,362.63,0.8665,192.168.10.5,3389,BENIGN
5719548,12,19,26263.49,32.78,326378.41,116264.68,408.36,607.91,452.02,1.2831,192.168.10.5,53,BENIGN
1,12,15,53579.27,16.79,343762.71,125364.2,357.51,751.75,601.75,0.8761,192.168.10.9,3389,BENIGN
1612609,900,6,1290898.6,1075.25,1517.18,372.02,999.01,287.36,213.11,0.008,172.16.0.1,80,DoS Hulk
6290060,18,17,42461.37,18.63,364151.41,108512.02,354.54,490.36,395.89,1.5097,192.168.10.51,21,BENIGN
1,2,0,1126.58,10.09,37499.03,4681.5,65.25,35.06,5.94,0.4897,172.16.0.1,61,PortScan
5407227,10,14,34117.59,12.91,237665.81,110490.37,377.26,659.98,426.23,0.6999,192.168.10.3,80,BENIGN
5723076,6,7,64088.44,43.01,398850.95,97542.75,522.54,428.57,361.84,0.6798,192.168.10.8,53,BENIGN
12011322,221,9,5899.84,60.9,17479.57,6540.22,25.45,55.93,23.34,0.052,172.16.0.1,21,FTP-Patator
8181768,137,13,9057.17,46.69,84271.65,19341.47,71.99,112.07,30.43,0.0389,172.16.0.1,22,SSH-Patator
20399406,164,6,13640.85,32.79,78446.23,47792.33,82.66,121.27,28.58,0.0807,172.16.0.1,22,SSH-Patator
7420058,144,4,12243.83,23.09,108891.59,32065.94,89.06,173.61,64.87,0.0704,172.16.0.1,22,SSH-Patator
13440488,30,7,66301.03,25.16,237104.14,52394.33,575.52,367.3,298.08,1.1419,192.168.10.9,22,BENIGN
8829449,1,7,35528.54,47.06,397007.39,90890.93,287.72,630.46,457.94,0.3899,192.168.10.8,3389,BENIGN
12364812,21,1,28048.76,30.7,120964.39,143647.43,333.81,606.22,450.59,1.0306,192.168.10.16,443,BENIGN
1951770,1161,6,1190066.84,1099.92,819.59,512.81,856.31,293.55,212.68,0.003,172.16.0.1,443,DoS Hulk
8935024,14,4,8370.19,39.48,435896.95,162674.7,464.95,425.63,324.69,1.3948,192.168.10.17,80,BENIGN
29894890,18,0,188.21,0.67,2920602.58,937064.4,49.22,108.17,26.08,0.0731,172.16.0.1,80,DoS slowloris
10967382,16,3,13681.26,49.57,230854.25,137993.88,621.64,423.84,337.24,1.2643,192.168.10.8,22,BENIGN
9777757,225,8,13711.99,61.33,23381.85,7422.71,32.17,37.65,32.7,0.0619,172.16.0.1,21,FTP-Patator
1719715,641,4,1948753.98,1066.75,875.5,658.49,1233.99,247.51,70.73,0.0047,172.16.0.1,443,DoS Hulk
30076111,40,1,408.02,0.86,2224993.89,962503.43,46.11,71.13,31.44,0.1092,172.16.0.1,443,DoS slowloris
15851641,94,5,9620.65,47.09,11573.51,7659.22,35.52,34.17,26.09,0.0243,172.16.0.1,21,FTP-Patator
1,8,9,55177.54,47.23,450897.08,123988.46,411.95,359.37,468.27,1.3119,192.168.10.15,53,BENIGN
14936585,86,6,8182.86,52.95,17216.84,9933.41,30.97,52.56,21.12,0.0457,172.16.0.1,21,FTP-Patator
16312472,166,10,7202.56,58.15,13742.59,6980.46,52.85,42.37,21.26,0.0385,172.16.0.1,21,FTP-Patator
1174289,1104,6,1794699.17,741.36,1900.52,348.98,543.34,255.79,203.34,0.0113,172.16.0.1,443,DoS Hulk
6409554,13,1,8544.86,20.93,333679.94,107226.42,463.74,310.92,447.45,0.9645,192.168.10.9,3389,BENIGN
3507300,21,10,44263.41,43.01,154877.07,113447.24,364.17,572.04,592.62,1.4405,192.168.10.17,80,BENIGN
23021816,36,2,319.89,0.69,3019914.09,635450.87,71.82,77.9,36.58,0.0411,172.16.0.1,80,DoS slowloris
5922192,24,7,35274.78,22.1,191409.3,132523.91,322.82,371.49,391.34,0.9942,192.168.10.9,25,BENIGN
11882984,15,10,828.76,39.26,227434.27,92275.7,446.82,489.54,443.28,1.1558,192.168.10.9,443,BENIGN
5016631,23,12,71151.37,43.62,88990.6,140737.78,419.01,581.48,267.58,1.3145,192.168.10.5,25,BENIGN
7042758,15,14,26536.68,30.88,290618.84,134161.65,328.64,392.6,210.83,0.8484,192.168.10.3,8080,BENIGN
1802385,1141,2,1959738.91,1004.8,228.66,213.81,744.11,285.94,184.3,0.0071,172.16.0.1,80,DoS Hulk
10462601,20,25,27342.84,42.49,252742.77,121911.52,468.99,541.94,634.35,0.8931,192.168.10.25,3389,BENIGN
76331,1,0,491.4,22.92,67198.27,26595.49,36.19,64.62,9.02,0.5224,172.16.0.1,22,PortScan
88016,1,0,467.89,20.46,54723.99,18487.93,57.47,43.83,12.84,0.3925,172.16.0.1,47,PortScan
18783210,34,2,294.76,1.36,3304976.31,481349.64,46.66,66.23,26.97,0.0787,172.16.0.1,80,DoS slowloris
27926942,33,0,298.74,1.29,2607840.01,792885.45,76.56,40.72,21.92,0.0591,172.16.0.1,80,DoS slowloris
26318196,24,2,294.75,2.01,1918512.78,855437.1,49.44,94.83,31.08,0.037,172.16.0.1,443,DoS slowloris
8943448,14,23,47952.75,36.69,343268.0,66381.98,409.74,811.94,651.65,1.3323,192.168.10.19,3389,BENIGN
12802396,293,8,12245.45,71.96,15994.76,10325.63,63.46,34.97,26.25,0.0427,172.16.0.1,21,FTP-Patator
18249787,4,4,19798.01,24.99,361070.85,114514.18,447.5,568.25,500.75,1.2238,192.168.10.25,25,BENIGN
1394645,24,7,61042.85,27.09,399920.39,127258.25,287.11,668.45,284.87,0.6281,192.168.10.50,443,BENIGN
14214509,15,15,48112.41,42.26,182816.25,24585.6,464.19,535.4,449.27,1.4149,192.168.10.19,8080,BENIGN
16632491,39,1,174.57,0.81,3209113.25,666196.54,50.42,68.77,44.02,0.0229,172.16.0.1,443,DoS slowloris
17988831,95,11,7098.91,40.86,130454.32,33378.54,82.35,157.24,65.97,0.053,172.16.0.1,22,SSH-Patator
7456560,15,11,51803.28,37.01,397031.7,61552.65,298.62,571.66,453.72,1.4829,192.168.10.3,53,BENIGN
60887,1,0,788.66,21.61,17026.24,21201.93,35.41,73.42,11.3,0.2608,172.16.0.1,48,PortScan
1108100,966,3,1639937.39,1129.62,566.39,371.76,852.92,306.03,102.99,0.0083,172.16.0.1,443,DoS Hulk
7371653,16,10,36123.15,16.41,409068.73,107081.42,239.61,553.05,343.6,0.8466,192.168.10.15,3389,BENIGN
759680,801,2,2030900.66,1083.14,1538.88,236.61,762.23,215.32,111.43,0.003,172.16.0.1,80,DoS Hulk
3808511,19,8,35503.73,40.91,213502.0,138325.67,205.69,733.53,489.5,1.3205,192.168.10.8,21,BENIGN
122427,2,1,436.35,27.16,31931.81,19526.18,54.67,32.31,17.72,0.5771,172.16.0.1,27,PortScan
15183073,17,21,34698.62,26.31,15736.72,150329.94,385.15,664.3,216.76,0.7642,192.168.10.8,80,BENIGN
9681666,10,9,0,23.0,305770.33,65494.48,338.27,816.78,378.37,0.5263,192.168.10.50,22,BENIGN
16289430,208,11,9728.43,68.02,23389.43,9182.71,26.92,39.29,31.9,0.0559,172.16.0.1,21,FTP-Patator
16735147,225,4,5892.48,86.19,22863.11,5987.8,44.77,57.79,16.08,0.0482,172.16.0.1,21,FTP-Patator
7488146,187,7,11927.86,46.39,4006.64,6610.34,39.65,51.8,11.56,0.0222,172.16.0.1,21,FTP-Patator
4327445,10,17,18197.63,32.0,261171.91,168428.61,480.78,631.17,356.57,1.2892,192.168.10.17,25,BENIGN
14295912,146,12,11293.25,6.65,70668.47,27990.09,68.86,146.13,73.29,0.1336,172.16.0.1,22,SSH-Patator
135847,1,1,318.57,15.25,56439.8,12727.87,49.16,57.95,9.3,0.3705,172.16.0.1,87,PortScan
1,11,19,53276.39,33.63,233298.54,188069.71,312.46,721.83,492.22,1.1134,192.168.10.16,8080,BENIGN
12490172,10,3,16877.16,31.96,363419.05,120699.91,348.5,788.7,456.02,0.5968,192.168.10.9,22,BENIGN
31686268,32,1,149.13,2.58,2741252.63,959930.92,71.11,77.34,18.88,0.0773,172.16.0.1,443,DoS slowloris
4205133,15,26,59586.72,31.54,313186.46,160330.69,343.57,859.28,420.09,1.8496,192.168.10.25,21,BENIGN
824426,1005,5,1398244.3,1543.42,411.36,419.04,513.78,159.47,102.05,0.0036,172.16.0.1,443,DoS Hulk
9138358,12,4,43066.06,18.15,555501.98,95258.44,517.93,588.28,306.3,0.7267,192.168.10.25,22,BENIGN
983400,792,5,1505375.03,940.66,824.61,441.8,432.76,153.52,272.15,0.0052,172.16.0.1,80,DoS Hulk
7931392,6,25,12491.19,32.25,248312.8,78767.36,292.42,499.59,413.34,1.3247,192.168.10.8,25,BENIGN
1059523,13,12,7883.02,23.62,96497.93,107851.48,619.21,646.99,300.5,1.1673,192.168.10.14,25,BENIGN
156345,3,2,714.29,19.7,39505.22,19536.4,54.08,74.19,8.57,0.814,172.16.0.1,54,PortScan
31477,2,0,716.29,38.26,23283.61,14080.92,30.32,14.59,8.9,0.4251,172.16.0.1,68,PortScan
6552277,20,5,25734.73,13.63,47140.6,130654.84,266.49,533.22,83.08,1.1355,192.168.10.19,21,BENIGN
1277557,882,3,1169407.47,1428.91,1162.15,598.24,953.43,217.15,182.14,0.0048,172.16.0.1,443,DoS Hulk
16781665,39,1,438.09,1.21,2102128.22,698749.64,63.38,73.18,43.82,0.061,172.16.0.1,443,DoS slowloris
5431831,17,9,40926.21,47.67,0,96863.53,523.48,131.56,592.61,1.1329,192.168.10.14,3389,BENIGN
8180511,18,5,50052.66,8.59,183353.84,55745.15,177.62,497.11,251.7,0.8321,192.168.10.14,3389,BENIGN
23217458,27,3,301.77,1.4,1960813.37,830854.61,49.89,62.12,37.43,0.0715,172.16.0.1,80,DoS slowloris
31489109,18,1,356.33,1.34,2295684.88,409611.15,58.83,63.97,29.21,0.0226,172.16.0.1,80,DoS slowloris
14768849,15,10,58848.09,24.38,308990.68,132029.92,248.7,230.7,343.6,1.6431,192.168.10.50,25,BENIGN
1706002,813,2,1280374.71,1003.18,860.01,307.76,1209.32,287.28,116.92,0.0048,172.16.0.1,80,DoS Hulk
12343022,11,13,45739.5,26.41,0,165002.34,456.12,581.74,308.35,1.447,192.168.10.25,80,BENIGN
9326251,5,12,31666.91,17.39,454956.69,143794.26,461.31,700.12,607.68,1.1962,192.168.10.51,22,BENIGN
6481247,13,8,10413.89,43.12,348660.84,124039.31,415.56,803.69,479.33,0.3549,192.168.10.17,8080,BENIGN
17368629,132,21,10886.48,42.88,115174.06,11977.49,79.45,127.08,85.77,0.1154,172.16.0.1,22,SSH-Patator
73037,1,0,416.79,19.0,54956.81,15210.97,55.92,63.71,13.98,0.767,172.16.0.1,71,PortScan
53868,3,1,684.38,15.93,45798.62,13302.72,43.69,21.94,10.75,0.2422,172.16.0.1,78,PortScan
13817687,13,13,16375.9,31.71,268912.83,117544.35,447.94,451.78,252.62,0.5643,192.168.10.17,53,BENIGN
31985933,23,3,299.8,0.98,2269572.9,510572.78,69.48,81.91,36.23,0.0598,172.16.0.1,80,DoS slowloris
999908,1010,5,981985.13,1431.54,1181.1,541.17,859.7,357.92,195.01,0.0049,172.16.0.1,443,DoS Hulk
104962,2,0,790.41,28.63,5878.53,20731.29,39.76,16.7,10.65,0.7822,172.16.0.1,53,PortScan
28490264,45,1,421.93,0.28,1619503.96,967034.45,87.56,97.74,38.83,0.0954,172.16.0.1,80,DoS slowloris
13323354,11,20,26001.08,35.38,264249.87,127888.44,295.96,485.02,515.47,1.3878,192.168.10.50,25,BENIGN
6724880,219,8,11059.84,54.28,14312.55,6518.49,51.01,27.98,22.42,0.0485,172.16.0.1,21,FTP-Patator
12079577,16,10,40558.98,8.4,54160.73,148507.19,408.53,498.38,372.31,1.2945,192.168.10.8,443,BENIGN
35417989,31,2,347.1,0.68,3377860.33,446733.4,52.39,77.54,20.37,0.0424,172.16.0.1,443,DoS slowloris
18349,2,0,166.18,44.71,45962.12,14140.34,67.48,27.87,10.45,0.6311,172.16.0.1,33,PortScan
11589300,156,8,6931.39,27.53,24145.91,10129.58,31.21,24.61,18.66,0.0379,172.16.0.1,21,FTP-Patator
3284399,22,0,13940.39,46.15,322068.28,101484.85,207.4,378.84,321.95,0.2615,192.168.10.16,80,BENIGN
139890,2,0,915.86,28.46,38393.54,13512.64,53.9,34.99,15.09,0.4844,172.16.0.1,32,PortScan
130233,1,0,328.26,15.15,36542.65,19091.62,26.78,19.15,7.46,0.4144,172.16.0.1,46,PortScan
1014484,24,19,40710.4,17.79,344910.61,136945.06,258.26,469.0,625.45,1.0721,192.168.10.3,80,BENIGN
13438643,249,8,9010.23,75.48,26955.06,8455.05,30.6,28.73,21.68,0.0283,172.16.0.1,21,FTP-Patator
1370575,992,3,1008985.42,1164.3,405.78,288.73,640.12,314.66,279.31,0.0097,172.16.0.1,443,DoS Hulk
2681567,6,25,31595.72,21.97,425550.34,91083.51,602.48,494.36,482.6,1.0415,192.168.10.5,3389,BENIGN
2918451,16,9,7793.42,29.29,158140.59,190607.17,428.33,710.82,148.17,0.6939,192.168.10.17,21,BENIGN
